user_id,registration_date,observation_start_date,observation_end_date,last_live_bet_date,first_live_bet_date,tenure_days,live_bets_count,avg_bet_amount,total_turnover,total_payout,ggr,ggr_margin,deposit_count,total_deposit_amount,deposit_to_turnover_ratio,days_active_in_observation,bet_day_rate,days_since_last_bet,live_bets_count_outcome_window,churn
USER_17393,2024-06-21,2025-10-03,2025-12-31,2025-12-29,2025-10-07,558,90,15.94,1434.6,972.42,462.18,0.3222,3.0,854.68,0.5958,24,0.2667,2,5,0
USER_17394,2024-10-26,2025-10-03,2025-12-31,2025-12-27,2025-10-05,431,70,4.15,290.5,44.63,245.87,0.8464,3.0,245.27,0.8443,20,0.2222,4,9,0
USER_17395,2025-07-15,2025-10-03,2025-12-31,2025-12-24,2025-10-07,169,30,12.68,380.4,283.64,96.76,0.2544,2.0,362.39,0.9527,10,0.1111,7,7,0
USER_17396,2025-07-29,2025-10-03,2025-12-31,2025-12-27,2025-10-18,155,44,2.96,130.24,106.82,23.42,0.1798,3.0,176.96,1.3587,17,0.1889,4,1,0
USER_17397,2025-03-13,2025-10-03,2025-12-31,2025-12-31,2025-10-07,293,59,8.12,479.08,277.43,201.65,0.4209,3.0,641.42,1.3389,19,0.2111,0,4,0
USER_17398,2023-12-25,2025-10-03,2025-12-31,2025-12-25,2025-10-07,737,85,5.17,439.45,529.11,-89.66,-0.204,2.0,455.37,1.0362,28,0.3111,6,3,0
USER_17399,2025-09-04,2025-10-03,2025-12-31,2025-12-30,2025-10-05,118,150,23.27,3490.5,3001.7,488.8,0.14,4.0,4127.48,1.1825,35,0.3889,1,6,0
USER_17400,2025-03-25,2025-10-03,2025-12-31,2025-12-29,2025-10-05,281,105,5.21,547.05,447.22,99.83,0.1825,1.0,558.0,1.02,26,0.2889,2,25,0
USER_17401,2023-01-21,2025-10-03,2025-12-31,2025-12-29,2025-10-09,1075,45,9.45,425.25,282.77,142.48,0.335,,,,14,0.1556,2,2,0
USER_17402,2024-11-23,2025-10-03,2025-12-31,2025-12-28,2025-10-03,403,18,9.13,164.34,148.72,15.62,0.095,3.0,215.76,1.3129,6,0.0667,3,0,1
USER_17403,2025-04-17,2025-10-03,2025-12-31,2025-12-24,2025-10-03,258,58,25.51,1479.58,147.96,1331.62,0.9,4.0,1888.86,1.2766,15,0.1667,7,3,0
USER_17404,2025-06-28,2025-10-03,2025-12-31,2025-12-26,2025-10-09,186,34,21.17,719.78,451.67,268.11,0.3725,0.0,0.0,0.0,12,0.1333,5,2,0
USER_17405,2021-10-07,2025-10-03,2025-12-31,2025-12-27,2025-10-12,1546,15,2.96,44.4,31.2,13.2,0.2973,,,,8,0.0889,4,3,0
USER_17406,2021-10-07,2025-10-03,2025-12-31,2025-12-27,2025-10-04,1546,43,17.13,736.59,715.39,21.2,0.0288,2.0,741.93,1.0072,17,0.1889,4,3,0
USER_17407,2025-05-20,2025-10-03,2025-12-31,2025-12-29,2025-10-19,225,21,7.22,151.62,44.89,106.73,0.7039,1.0,111.06,0.7325,9,0.1,2,3,0
USER_17408,2021-09-09,2025-10-03,2025-12-31,2025-12-15,2025-10-15,1574,22,,546.48,218.84,327.64,0.5995,1.0,434.46,0.795,7,0.0778,16,0,1
USER_17409,2025-08-07,2025-10-03,2025-12-31,2025-12-28,2025-10-07,146,36,16.09,579.24,274.61,304.63,0.5259,7.0,487.39,0.8414,14,0.1556,3,6,0
USER_17410,2025-02-16,2025-10-03,2025-12-31,2025-12-28,2025-10-03,318,41,14.72,603.52,601.37,2.15,0.0036,2.0,582.8,0.9657,15,0.1667,3,1,0
USER_17411,2022-10-15,2025-10-03,2025-12-31,2025-12-28,2025-10-04,1173,38,,431.3,43.13,388.17,0.9,3.0,588.81,1.3652,13,0.1444,3,4,0
USER_17412,2024-09-04,2025-10-03,2025-12-31,2025-12-16,2025-10-20,483,22,12.94,284.68,95.24,189.44,0.6654,2.0,285.95,1.0045,8,0.0889,15,1,0
USER_17413,2024-06-07,2025-10-03,2025-12-31,2025-12-31,2025-10-03,572,28,3.47,97.16,72.09,25.07,0.258,4.0,95.28,0.9807,15,0.1667,0,2,0
USER_17414,2022-11-11,2025-10-03,2025-12-31,2025-12-22,2025-10-09,1146,108,13.6,1468.8,479.85,988.95,0.6733,6.0,1594.48,1.0856,27,0.3,9,17,0
USER_17415,2025-08-23,2025-10-03,2025-12-31,2025-12-12,2025-10-10,130,18,3.61,64.98,6.5,58.48,0.9,2.0,77.17,1.1876,6,0.0667,19,4,0
USER_17416,2023-09-10,2025-10-03,2025-12-31,2025-12-31,2025-10-05,843,53,9.39,497.67,516.99,-19.32,-0.0388,3.0,332.66,0.6684,18,0.2,0,6,0
USER_17417,2025-07-07,2025-10-03,2025-12-31,2025-12-24,2025-10-11,177,65,,820.3,734.64,85.66,0.1044,5.0,1042.85,1.2713,21,0.2333,7,6,0
USER_17418,2025-06-12,2025-10-03,2025-12-31,2025-12-31,2025-10-03,202,61,7.58,462.38,352.99,109.39,0.2366,8.0,351.87,0.761,20,0.2222,0,10,0
USER_17419,2025-08-27,2025-10-03,2025-12-31,2025-12-31,2025-10-03,126,61,6.37,388.57,346.24,42.33,0.1089,3.0,367.14,0.9448,19,0.2111,0,7,0
USER_17420,2025-09-18,2025-10-03,2025-12-31,2025-12-23,2025-10-03,104,29,3.91,113.39,42.74,70.65,0.6231,3.0,166.01,1.4641,12,0.1333,8,2,0
USER_17421,2022-10-28,2025-10-03,2025-12-31,2025-12-31,2025-10-04,1160,26,3.09,80.34,41.5,38.84,0.4834,2.0,104.95,1.3063,9,0.1,0,3,0
USER_17422,2024-02-24,2025-10-03,2025-12-31,2025-12-29,2025-10-06,676,74,10.54,779.96,525.69,254.27,0.326,4.0,770.21,0.9875,23,0.2556,2,13,0
USER_17423,2022-12-25,2025-10-03,2025-12-31,2025-12-28,2025-10-04,1102,89,10.64,946.96,1215.6,-268.64,-0.2837,3.0,1012.62,1.0693,26,0.2889,3,26,0
USER_17424,2025-03-24,2025-10-03,2025-12-31,2025-12-24,2025-10-03,282,41,,270.19,328.91,-58.72,-0.2173,1.0,228.13,0.8443,13,0.1444,7,0,1
USER_17425,2022-05-23,2025-10-03,2025-12-31,2025-12-11,2025-10-07,1318,45,9.9,445.5,463.86,-18.36,-0.0412,3.0,365.54,0.8205,14,0.1556,20,8,0
USER_17426,2022-11-24,2025-10-03,2025-12-31,2025-12-12,2025-10-16,1133,24,12.5,300.0,61.34,238.66,0.7955,3.0,168.65,0.5622,12,0.1333,19,0,1
USER_17427,2025-02-02,2025-10-03,2025-12-31,2025-12-29,2025-10-04,332,102,7.18,732.36,309.43,422.93,0.5775,,,,31,0.3444,2,13,0
USER_17428,2023-05-05,2025-10-03,2025-12-31,2025-12-30,2025-10-08,971,59,18.46,1089.14,388.44,700.7,0.6434,0.0,0.0,0.0,19,0.2111,1,12,0
USER_17429,2025-08-14,2025-10-03,2025-12-31,2025-12-03,2025-10-10,139,17,7.16,121.72,30.51,91.21,0.7493,2.0,134.01,1.101,8,0.0889,28,7,0
USER_17430,2024-07-25,2025-10-03,2025-12-31,2025-12-31,2025-10-12,524,73,4.47,326.31,126.95,199.36,0.611,0.0,0.0,0.0,20,0.2222,0,7,0
USER_17431,2021-12-05,2025-10-03,2025-12-31,2025-12-31,2025-10-05,1487,234,2.23,521.82,298.88,222.94,0.4272,2.0,532.86,1.0212,46,0.5111,0,24,0
USER_17432,2023-10-05,2025-10-03,2025-12-31,2025-12-31,2025-10-10,818,39,13.71,534.69,199.92,334.77,0.6261,4.0,283.16,0.5296,12,0.1333,0,3,0
USER_17433,2024-08-11,2025-10-03,2025-12-31,2025-12-26,2025-10-14,507,57,7.28,414.96,325.22,89.74,0.2163,3.0,473.34,1.1407,17,0.1889,5,14,0
USER_17434,2024-11-26,2025-10-03,2025-12-31,2025-12-26,2025-10-05,400,53,15.97,846.41,237.3,609.11,0.7196,0.0,0.0,0.0,16,0.1778,5,8,0
USER_17435,2025-07-23,2025-10-03,2025-12-31,2025-12-30,2025-10-09,161,62,6.48,401.76,101.63,300.13,0.747,7.0,352.02,0.8762,17,0.1889,1,12,0
USER_17436,2023-01-26,2025-10-03,2025-12-31,2025-12-26,2025-10-03,1070,138,6.71,925.98,553.43,372.55,0.4023,,,,33,0.3667,5,14,0
USER_17437,2025-05-22,2025-10-03,2025-12-31,2025-12-11,2025-10-09,223,22,12.64,278.08,114.04,164.04,0.5899,5.0,238.49,0.8576,12,0.1333,20,0,1
USER_17438,2025-04-06,2025-10-03,2025-12-31,2025-12-25,2025-10-20,269,16,2.92,46.72,20.3,26.42,0.5655,0.0,0.0,0.0,5,0.0556,6,1,0
USER_17439,2021-08-28,2025-10-03,2025-12-31,2025-12-28,2025-10-14,1586,49,22.41,1098.09,625.53,472.56,0.4303,0.0,0.0,0.0,16,0.1778,3,6,0
USER_17440,2023-11-19,2025-10-03,2025-12-31,2025-12-29,2025-10-22,773,101,15.69,1584.69,342.99,1241.7,0.7836,2.0,1482.94,0.9358,27,0.3,2,5,0
USER_17441,2024-03-08,2025-10-03,2025-12-31,2025-12-23,2025-10-05,663,39,20.59,803.01,934.51,-131.5,-0.1638,2.0,924.41,1.1512,16,0.1778,8,5,0
USER_17442,2023-12-15,2025-10-03,2025-12-31,2025-12-31,2025-10-15,747,57,8.37,477.09,313.17,163.92,0.3436,5.0,373.55,0.783,18,0.2,0,10,0
USER_17443,2024-03-21,2025-10-03,2025-12-31,2025-12-29,2025-10-09,650,20,9.09,181.8,148.7,33.1,0.1821,4.0,134.95,0.7423,7,0.0778,2,2,0
USER_17444,2023-01-09,2025-10-03,2025-12-31,2025-12-28,2025-10-03,1087,115,10.43,1199.45,331.74,867.71,0.7234,1.0,1261.46,1.0517,30,0.3333,3,16,0
USER_17445,2023-02-11,2025-10-03,2025-12-31,2025-12-16,2025-10-11,1054,43,16.13,693.59,543.7,149.89,0.2161,0.0,0.0,0.0,16,0.1778,15,3,0
USER_17446,2025-06-09,2025-10-03,2025-12-31,2025-12-29,2025-10-06,205,51,8.93,455.43,76.05,379.38,0.833,3.0,282.96,0.6213,21,0.2333,2,4,0
USER_17447,2025-06-20,2025-10-03,2025-12-31,2025-12-27,2025-10-03,194,72,19.75,1422.0,1346.59,75.41,0.053,2.0,1180.58,0.8302,25,0.2778,4,1,0
USER_17448,2024-07-08,2025-10-03,2025-12-31,2025-12-28,2025-10-03,541,78,4.74,369.72,376.71,-6.99,-0.0189,3.0,517.39,1.3994,24,0.2667,3,1,0
USER_17449,2023-09-07,2025-10-03,2025-12-31,2025-12-28,2025-10-03,846,220,5.5,1210.0,558.38,651.62,0.5385,4.0,758.92,0.6272,45,0.5,3,27,0
USER_17450,2022-12-06,2025-10-03,2025-12-31,2025-12-30,2025-10-03,1121,103,30.95,3187.85,475.77,2712.08,0.8508,3.0,2743.77,0.8607,24,0.2667,1,16,0
USER_17451,2024-01-02,2025-10-03,2025-12-31,2025-12-26,2025-10-03,729,51,8.65,441.15,258.6,182.55,0.4138,1.0,287.82,0.6524,15,0.1667,5,4,0
USER_17452,2024-02-28,2025-10-03,2025-12-31,2025-12-26,2025-10-11,672,68,6.35,431.8,383.7,48.1,0.1114,1.0,511.37,1.1843,16,0.1778,5,9,0
USER_17453,2025-01-08,2025-10-03,2025-12-31,2025-12-28,2025-10-04,357,92,,867.56,838.12,29.44,0.0339,,,,27,0.3,3,15,0
USER_17454,2021-04-30,2025-10-03,2025-12-31,2025-12-27,2025-10-03,1706,22,11.14,245.08,113.23,131.85,0.538,4.0,277.73,1.1332,8,0.0889,4,2,0
USER_17455,2025-08-17,2025-10-03,2025-12-31,2025-12-28,2025-10-04,136,145,24.35,3530.75,3857.4,-326.65,-0.0925,3.0,2862.41,0.8107,35,0.3889,3,18,0
USER_17456,2021-11-14,2025-10-03,2025-12-31,2025-12-28,2025-10-03,1508,70,9.79,685.3,621.81,63.49,0.0926,1.0,720.27,1.051,24,0.2667,3,9,0
USER_17457,2024-04-03,2025-10-03,2025-12-31,2025-12-30,2025-10-05,637,92,11.89,1093.88,1152.13,-58.25,-0.0533,2.0,1372.77,1.255,23,0.2556,1,11,0
USER_17458,2024-09-30,2025-10-03,2025-12-31,2025-12-30,2025-10-05,457,125,5.82,727.5,377.45,350.05,0.4812,1.0,580.22,0.7976,31,0.3444,1,7,0
USER_17459,2025-04-02,2025-10-03,2025-12-31,2025-12-29,2025-10-07,273,117,,2632.5,1869.07,763.43,0.29,2.0,2626.87,0.9979,27,0.3,2,15,0
USER_17460,2024-10-19,2025-10-03,2025-12-31,2025-12-20,2025-10-03,438,69,5.7,393.3,331.32,61.98,0.1576,0.0,0.0,0.0,19,0.2111,11,12,0
USER_17461,2023-07-16,2025-10-03,2025-12-31,2025-12-31,2025-10-18,899,23,6.19,142.37,75.18,67.19,0.4719,2.0,94.7,0.6652,10,0.1111,0,1,0
USER_17462,2021-09-25,2025-10-03,2025-12-31,2025-12-17,2025-10-06,1558,49,10.41,510.09,288.23,221.86,0.4349,,,,18,0.2,14,4,0
USER_17463,2023-01-06,2025-10-03,2025-12-31,2025-12-24,2025-10-07,1090,111,9.74,1081.14,224.63,856.51,0.7922,2.0,874.32,0.8087,30,0.3333,7,12,0
USER_17464,2025-03-12,2025-10-03,2025-12-31,2025-12-26,2025-10-10,294,51,14.14,721.14,291.79,429.35,0.5954,4.0,483.61,0.6706,15,0.1667,5,1,0
USER_17465,2025-09-20,2025-10-03,2025-12-31,2025-12-22,2025-10-24,102,23,17.82,409.86,51.0,358.86,0.8756,1.0,514.39,1.255,12,0.1333,9,4,0
USER_17466,2023-11-07,2025-10-03,2025-12-31,2025-12-29,2025-10-04,785,132,11.78,1554.96,243.63,1311.33,0.8433,2.0,904.9,0.5819,29,0.3222,2,9,0
USER_17467,2022-09-13,2025-10-03,2025-12-31,2025-12-30,2025-10-04,1205,42,2.7,113.4,22.0,91.4,0.806,6.0,138.29,1.2195,13,0.1444,1,1,0
USER_17468,2024-09-02,2025-10-03,2025-12-31,2025-12-31,2025-10-12,485,22,2.59,56.98,51.87,5.11,0.0897,1.0,33.75,0.5923,9,0.1,0,0,1
USER_17469,2021-10-28,2025-10-03,2025-12-31,2025-12-21,2025-10-09,1525,63,9.54,601.02,488.89,112.13,0.1866,1.0,693.41,1.1537,21,0.2333,10,5,0
USER_17470,2023-06-27,2025-10-03,2025-12-31,2025-12-29,2025-10-03,918,107,2.19,234.33,141.02,93.31,0.3982,5.0,189.66,0.8094,28,0.3111,2,14,0
USER_17471,2025-08-11,2025-10-03,2025-12-31,2025-12-28,2025-10-10,142,122,7.53,918.66,291.5,627.16,0.6827,5.0,1163.15,1.2661,29,0.3222,3,19,0
USER_17472,2024-10-09,2025-10-03,2025-12-31,2025-12-31,2025-10-03,448,129,16.38,2113.02,478.44,1634.58,0.7736,5.0,1186.78,0.5617,29,0.3222,0,13,0
USER_17473,2024-07-16,2025-10-03,2025-12-31,2025-12-30,2025-10-07,533,40,6.0,240.0,90.31,149.69,0.6237,3.0,222.6,0.9275,18,0.2,1,2,0
USER_17474,2024-10-03,2025-10-03,2025-12-31,2025-12-31,2025-10-06,454,100,8.62,862.0,490.56,371.44,0.4309,4.0,999.99,1.1601,29,0.3222,0,17,0
USER_17475,2024-07-03,2025-10-03,2025-12-31,2025-12-30,2025-10-05,546,132,12.19,1609.08,1379.23,229.85,0.1428,3.0,1281.72,0.7966,27,0.3,1,22,0
USER_17476,2022-08-16,2025-10-03,2025-12-31,2025-11-20,2025-10-03,1233,14,10.76,150.64,190.21,-39.57,-0.2627,,,,9,0.1,41,0,1
USER_17477,2025-05-27,2025-10-03,2025-12-31,2025-12-31,2025-10-03,218,135,4.82,650.7,686.32,-35.62,-0.0547,3.0,884.57,1.3594,31,0.3444,0,7,0
USER_17478,2022-02-19,2025-10-03,2025-12-31,2025-12-27,2025-10-04,1411,44,18.93,832.92,471.59,361.33,0.4338,1.0,592.71,0.7116,17,0.1889,4,2,0
USER_17479,2025-08-31,2025-10-03,2025-12-31,2025-12-28,2025-10-09,122,110,14.45,1589.5,720.83,868.67,0.5465,1.0,2021.81,1.272,29,0.3222,3,8,0
USER_17480,2025-05-01,2025-10-03,2025-12-31,2025-11-17,2025-10-24,244,12,4.36,52.32,44.03,8.29,0.1584,0.0,0.0,0.0,3,0.0333,44,0,1
USER_17481,2025-08-09,2025-10-03,2025-12-31,2025-12-13,2025-10-04,144,29,,201.84,50.09,151.75,0.7518,3.0,193.72,0.9598,10,0.1111,18,0,1
USER_17482,2024-11-24,2025-10-03,2025-12-31,2025-12-30,2025-10-08,402,36,35.11,1263.96,668.71,595.25,0.4709,6.0,857.14,0.6781,13,0.1444,1,12,0
USER_17483,2025-05-04,2025-10-03,2025-12-31,2025-12-29,2025-10-25,241,56,8.39,469.84,239.79,230.05,0.4896,2.0,473.56,1.0079,18,0.2,2,8,0
USER_17484,2022-03-19,2025-10-03,2025-12-31,2025-12-28,2025-10-07,1383,34,10.36,352.24,77.3,274.94,0.7805,0.0,0.0,0.0,15,0.1667,3,1,0
USER_17485,2024-10-19,2025-10-03,2025-12-31,2025-12-20,2025-10-05,438,125,8.92,1115.0,552.92,562.08,0.5041,2.0,674.7,0.6051,29,0.3222,11,11,0
USER_17486,2025-09-15,2025-10-03,2025-12-31,2025-12-29,2025-10-08,107,172,3.38,581.36,58.14,523.22,0.9,4.0,353.16,0.6075,33,0.3667,2,17,0
USER_17487,2024-09-02,2025-10-03,2025-12-31,2025-12-31,2025-10-03,485,89,,571.38,334.24,237.14,0.415,4.0,525.84,0.9203,22,0.2444,0,3,0
USER_17488,2021-11-27,2025-10-03,2025-12-31,2025-12-27,2025-10-08,1495,60,,324.6,259.76,64.84,0.1998,1.0,235.67,0.726,20,0.2222,4,7,0
USER_17489,2024-11-21,2025-10-03,2025-12-31,2025-12-30,2025-10-26,405,25,14.5,362.5,409.52,-47.02,-0.1297,0.0,0.0,0.0,10,0.1111,1,2,0
USER_17490,2023-04-21,2025-10-03,2025-12-31,2025-12-31,2025-10-09,985,59,8.86,522.74,94.5,428.24,0.8192,1.0,415.97,0.7957,18,0.2,0,9,0
USER_17491,2024-07-19,2025-10-03,2025-12-31,2025-12-23,2025-10-15,530,81,4.05,328.05,257.98,70.07,0.2136,3.0,464.12,1.4148,24,0.2667,8,4,0
USER_17492,2024-02-09,2025-10-03,2025-12-31,2025-12-31,2025-10-05,691,75,8.86,664.5,158.74,505.76,0.7611,5.0,882.38,1.3279,21,0.2333,0,13,0
USER_17493,2025-06-03,2025-10-03,2025-12-31,2025-12-29,2025-10-04,211,42,2.73,114.66,43.26,71.4,0.6227,1.0,137.4,1.1983,15,0.1667,2,0,1
USER_17494,2023-03-14,2025-10-03,2025-12-31,2025-12-27,2025-10-03,1023,119,22.25,2647.75,1969.86,677.89,0.256,2.0,1605.19,0.6062,32,0.3556,4,19,0
USER_17495,2025-09-27,2025-10-03,2025-12-31,2025-12-28,2025-10-04,95,115,6.08,699.2,751.99,-52.79,-0.0755,2.0,913.86,1.307,29,0.3222,3,6,0
USER_17496,2024-10-20,2025-10-03,2025-12-31,2025-12-31,2025-10-03,437,49,10.73,525.77,329.98,195.79,0.3724,2.0,567.27,1.0789,15,0.1667,0,11,0
USER_17497,2025-09-24,2025-10-03,2025-12-31,2025-11-25,2025-10-13,98,7,17.08,119.56,131.64,-12.08,-0.101,3.0,113.22,0.947,5,0.0556,36,0,1
USER_17498,2021-08-17,2025-10-03,2025-12-31,2025-12-30,2025-10-08,1597,18,9.33,167.94,144.99,22.95,0.1367,4.0,206.92,1.2321,9,0.1,1,6,0
USER_17499,2025-06-06,2025-10-03,2025-12-31,2025-12-25,2025-10-08,208,17,14.85,252.45,53.44,199.01,0.7883,1.0,257.82,1.0213,8,0.0889,6,0,1
USER_17500,2024-07-22,2025-10-03,2025-12-31,2025-12-24,2025-10-07,527,108,1.86,200.88,127.3,73.58,0.3663,,,,25,0.2778,7,3,0
USER_17501,2021-09-02,2025-10-03,2025-12-31,2025-12-28,2025-10-15,1581,24,2.67,64.08,31.14,32.94,0.514,0.0,0.0,0.0,8,0.0889,3,0,1
USER_17502,2023-05-04,2025-10-03,2025-12-31,2025-12-26,2025-10-06,972,111,14.74,1636.14,2189.41,-553.27,-0.3382,7.0,1207.87,0.7382,28,0.3111,5,7,0
USER_17503,2025-06-01,2025-10-03,2025-12-31,2025-12-20,2025-10-20,213,33,10.46,345.18,130.37,214.81,0.6223,2.0,332.44,0.9631,12,0.1333,11,5,0
USER_17504,2024-02-18,2025-10-03,2025-12-31,2025-12-30,2025-10-05,682,82,6.92,567.44,354.55,212.89,0.3752,2.0,504.28,0.8887,22,0.2444,1,13,0
USER_17505,2024-11-09,2025-10-03,2025-12-31,2025-12-21,2025-10-04,417,43,5.52,237.36,142.5,94.86,0.3996,1.0,213.18,0.8981,18,0.2,10,0,1
USER_17506,2023-12-06,2025-10-03,2025-12-31,2025-12-27,2025-10-04,756,66,11.36,749.76,201.98,547.78,0.7306,3.0,702.49,0.937,25,0.2778,4,25,0
USER_17507,2024-04-23,2025-10-03,2025-12-31,2025-12-31,2025-10-03,617,95,6.33,601.35,243.33,358.02,0.5954,,,,27,0.3,0,12,0
USER_17508,2024-09-17,2025-10-03,2025-12-31,2025-12-24,2025-10-05,470,48,5.38,258.24,327.15,-68.91,-0.2668,5.0,233.72,0.905,18,0.2,7,1,0
USER_17509,2024-12-12,2025-10-03,2025-12-31,2025-12-28,2025-10-05,384,70,17.16,1201.2,755.27,445.93,0.3712,1.0,1053.63,0.8771,24,0.2667,3,4,0
USER_17510,2024-12-28,2025-10-03,2025-12-31,2025-12-31,2025-10-03,368,67,5.43,363.81,316.84,46.97,0.1291,6.0,208.6,0.5734,23,0.2556,0,9,0
USER_17511,2025-01-25,2025-10-03,2025-12-31,2025-12-31,2025-10-05,340,85,10.88,924.8,712.26,212.54,0.2298,2.0,1004.96,1.0867,25,0.2778,0,15,0
USER_17512,2025-09-17,2025-10-03,2025-12-31,2025-12-31,2025-10-03,105,16,16.3,260.8,203.47,57.33,0.2198,2.0,200.52,0.7689,8,0.0889,0,5,0
USER_17513,2025-08-21,2025-10-03,2025-12-31,2025-12-30,2025-10-03,132,60,11.22,673.2,153.24,519.96,0.7724,3.0,515.12,0.7652,22,0.2444,1,6,0
USER_17514,2022-05-06,2025-10-03,2025-12-31,2025-12-28,2025-10-11,1335,18,14.09,253.62,100.51,153.11,0.6037,3.0,339.41,1.3383,7,0.0778,3,0,1
USER_17515,2025-05-24,2025-10-03,2025-12-31,2025-12-31,2025-10-09,221,94,9.08,853.52,211.73,641.79,0.7519,5.0,674.81,0.7906,25,0.2778,0,7,0
USER_17516,2022-10-07,2025-10-03,2025-12-31,2025-12-26,2025-10-05,1181,75,5.7,427.5,119.14,308.36,0.7213,3.0,268.87,0.6289,24,0.2667,5,6,0
USER_17517,2025-07-14,2025-10-03,2025-12-31,2025-12-29,2025-10-05,170,30,2.48,74.4,41.68,32.72,0.4398,2.0,83.06,1.1164,10,0.1111,2,1,0
USER_17518,2025-01-17,2025-10-03,2025-12-31,2025-12-18,2025-10-07,348,54,6.54,353.16,138.55,214.61,0.6077,5.0,441.88,1.2512,15,0.1667,13,3,0
USER_17519,2023-04-18,2025-10-03,2025-12-31,2025-12-17,2025-10-03,988,76,19.89,1511.64,728.14,783.5,0.5183,5.0,1800.91,1.1914,25,0.2778,14,4,0
USER_17520,2025-06-07,2025-10-03,2025-12-31,2025-12-28,2025-10-03,207,66,8.36,551.76,312.62,239.14,0.4334,1.0,569.32,1.0318,17,0.1889,3,3,0
USER_17521,2024-03-03,2025-10-03,2025-12-31,2025-12-31,2025-10-04,668,80,20.36,1628.8,788.04,840.76,0.5162,2.0,2131.16,1.3084,22,0.2444,0,5,0
USER_17522,2024-06-26,2025-10-03,2025-12-31,2025-12-26,2025-10-10,553,22,10.92,240.24,299.93,-59.69,-0.2485,2.0,211.91,0.8821,8,0.0889,5,0,1
USER_17523,2024-06-27,2025-10-03,2025-12-31,2025-12-24,2025-10-05,552,28,11.06,309.68,86.19,223.49,0.7217,2.0,461.34,1.4897,13,0.1444,7,0,1
USER_17524,2025-07-14,2025-10-03,2025-12-31,2025-12-29,2025-10-10,170,55,9.69,532.95,214.65,318.3,0.5972,1.0,366.8,0.6882,21,0.2333,2,9,0
USER_17525,2025-03-13,2025-10-03,2025-12-31,2025-12-15,2025-10-04,293,37,5.49,203.13,166.81,36.32,0.1788,2.0,210.52,1.0364,13,0.1444,16,6,0
USER_17526,2021-05-07,2025-10-03,2025-12-31,2025-12-22,2025-10-03,1699,50,6.57,328.5,86.65,241.85,0.7362,4.0,414.46,1.2617,16,0.1778,9,3,0
USER_17527,2025-06-15,2025-10-03,2025-12-31,2025-12-30,2025-10-11,199,74,11.87,878.38,641.41,236.97,0.2698,1.0,965.13,1.0988,22,0.2444,1,9,0
USER_17528,2024-03-21,2025-10-03,2025-12-31,2025-12-30,2025-10-04,650,135,13.3,1795.5,302.6,1492.9,0.8315,3.0,2188.81,1.2191,32,0.3556,1,21,0
USER_17529,2025-07-13,2025-10-03,2025-12-31,2025-12-28,2025-10-11,171,47,11.02,517.94,71.66,446.28,0.8616,,,,14,0.1556,3,2,0
USER_17530,2024-10-01,2025-10-03,2025-12-31,2025-12-31,2025-10-04,456,128,22.05,2822.4,2431.33,391.07,0.1386,3.0,3657.32,1.2958,32,0.3556,0,12,0
USER_17531,2023-12-11,2025-10-03,2025-12-31,2025-12-31,2025-10-07,751,118,8.21,968.78,377.08,591.7,0.6108,6.0,1121.31,1.1574,30,0.3333,0,14,0
USER_17532,2024-08-15,2025-10-03,2025-12-31,2025-12-23,2025-10-04,503,47,11.93,560.71,463.81,96.9,0.1728,2.0,492.55,0.8784,16,0.1778,8,0,1
USER_17533,2025-07-19,2025-10-03,2025-12-31,2025-12-27,2025-10-05,165,47,13.19,619.93,523.01,96.92,0.1563,2.0,673.7,1.0867,15,0.1667,4,8,0
USER_17534,2025-03-22,2025-10-03,2025-12-31,2025-12-20,2025-10-04,284,137,5.89,806.93,507.1,299.83,0.3716,5.0,840.28,1.0413,33,0.3667,11,14,0
USER_17535,2025-06-11,2025-10-03,2025-12-31,2025-12-24,2025-10-21,203,18,,309.42,219.74,89.68,0.2898,1.0,287.01,0.9276,7,0.0778,7,0,1
USER_17536,2020-08-04,2025-10-03,2025-12-31,2025-12-22,2025-10-04,1975,43,4.24,182.32,120.78,61.54,0.3375,2.0,177.4,0.973,12,0.1333,9,2,0
USER_17537,2024-07-03,2025-10-03,2025-12-31,2025-12-30,2025-10-03,546,100,3.18,318.0,275.54,42.46,0.1335,7.0,323.27,1.0166,27,0.3,1,10,0
USER_17538,2025-04-15,2025-10-03,2025-12-31,2025-12-30,2025-10-07,260,107,,405.53,123.98,281.55,0.6943,1.0,525.96,1.297,30,0.3333,1,19,0
USER_17539,2025-09-16,2025-10-03,2025-12-31,2025-12-20,2025-10-31,106,15,7.99,119.85,59.97,59.88,0.4996,4.0,162.94,1.3595,5,0.0556,11,0,1
USER_17540,2025-06-28,2025-10-03,2025-12-31,2025-12-26,2025-10-03,186,119,6.11,727.09,556.72,170.37,0.2343,3.0,555.55,0.7641,29,0.3222,5,9,0
USER_17541,2023-12-16,2025-10-03,2025-12-31,2025-12-21,2025-10-07,746,50,10.37,518.5,208.35,310.15,0.5982,2.0,398.94,0.7694,17,0.1889,10,7,0
USER_17542,2022-09-14,2025-10-03,2025-12-31,2025-12-11,2025-10-06,1204,19,4.84,91.96,90.64,1.32,0.0144,2.0,92.87,1.0099,7,0.0778,20,4,0
USER_17543,2025-07-20,2025-10-03,2025-12-31,2025-12-24,2025-11-01,164,11,4.11,45.21,23.5,21.71,0.4802,0.0,0.0,0.0,4,0.0444,7,2,0
